mag_r,u-g,g-r,r-i,i-z,z_spec
-0.8329479999999999,-0.09575499999999999,0.830541,-0.339708,-0.358416,0.33672399999999997
0.08670800000000001,0.077601,0.898126,-0.12456099999999999,-0.441981,0.37912199999999996
-0.8434440000000001,0.269495,-0.158141,-0.6606989999999999,0.068334,0.188459
-0.9116139999999999,0.210419,0.12104000000000001,-0.487954,-0.10603599999999999,0.24457800000000002
-0.189045,0.074275,1.2428569999999999,-0.401719,-0.20906799999999998,0.361115
0.701793,-0.28976399999999997,-0.183419,0.250897,0.190435,0.49344499999999997
-0.316814,-0.035058,0.425597,-0.275667,0.11411099999999999,0.284794
-0.189802,-0.260441,0.740078,-0.258496,0.033067,0.36706
0.21899000000000002,0.26463000000000003,0.580676,0.042802999999999994,0.176523,0.413109
-0.0060030000000000005,-0.164499,0.793421,-0.324151,-0.28625100000000003,0.357985
-0.300749,0.0009050000000000001,0.357888,-0.420551,-0.204558,0.278468
-0.067087,-0.11130999999999999,0.855144,-0.314261,-0.228255,0.376945
-0.8304229999999999,0.250881,-0.222965,-0.575909,-0.105108,0.218621
-0.153125,-0.161224,0.244376,-0.266129,0.406931,0.25750500000000004
-0.011013,-0.152306,0.929084,-0.11121500000000001,0.464272,0.40761
-0.5720689999999999,-0.49089399999999994,0.8689879999999999,-0.174735,0.136996,0.362846
-0.09787799999999999,-0.110921,0.6768810000000001,-0.398467,-0.001873,0.35026799999999997
-0.037333,-0.130018,0.868598,-0.30019,-0.165117,0.339358
0.13327999999999998,0.187091,1.043026,-0.133884,0.41397700000000004,0.40488
-0.017231,0.165417,1.073382,-0.300921,0.09775700000000001,0.36389099999999996
0.283612,-0.47980500000000004,0.715114,-0.034449,0.232694,0.43443100000000007
-0.842084,0.00677,0.263708,-0.42242799999999997,-0.056451,0.28484
-0.944789,0.18905,-0.148295,-0.794921,-0.036805000000000004,0.183545
-0.39481700000000003,0.041433,0.352529,-0.404123,-0.20888099999999998,0.286235
-0.049788,-0.362775,0.7322960000000001,-0.34624099999999997,0.126775,0.30951
0.23094,-0.0035039999999999997,0.8534870000000001,-0.225798,-0.408875,0.366082
-0.374546,0.287039,0.44755500000000004,-0.268316,-0.22474299999999997,0.27921999999999997
0.189951,-0.27512600000000004,0.821293,-0.12316400000000001,0.064472,0.367454
0.7737189999999999,-0.36320399999999997,0.237817,0.31054499999999996,0.549795,0.306427
-0.038364999999999996,-0.298036,1.035657,0.072876,0.28541500000000003,0.393428
-0.151108,-0.293174,0.539193,-0.372529,0.436011,0.325793
0.868189,-0.357996,0.550367,0.309077,0.062638,0.45602
0.092933,-0.6453939999999999,0.05828099999999999,0.105154,0.005937,0.455891
-0.633976,-0.099214,0.643541,-0.31243699999999996,0.129342,0.3278
0.408955,-0.11245899999999999,0.918825,0.278618,-0.359672,0.400553
0.701479,-0.340538,0.754112,0.306381,-0.074725,0.520456
0.297723,-0.410945,0.6525810000000001,0.197553,-0.396461,0.21916999999999998
0.020589,0.271431,0.6277550000000001,-0.13125799999999999,0.149542,0.37485599999999997
-0.822832,-0.061616,-0.13978,-0.502253,-0.065299,0.23142100000000002
-0.5043989999999999,-0.20620100000000002,0.271861,-0.489925,-0.065697,0.258204
-0.87803,0.140735,0.20959099999999997,-0.529846,0.077408,0.242686
-0.316378,0.130773,0.405379,-0.302336,0.14688900000000002,0.292285
-0.169041,0.006372999999999999,0.44618,-0.367102,-0.057918,0.317432
0.031554,-0.325266,0.646328,-0.23289200000000002,-0.178506,0.362386
-0.482062,-0.2589,0.240702,-0.293107,-0.150885,0.270313
-0.316773,0.20313499999999998,0.608861,-0.353224,0.150533,0.314589
0.041994,0.045075,0.822993,-0.154874,0.1166,0.381515
0.279105,-0.264938,0.9723620000000001,0.113131,0.08145,0.43002799999999997
-0.25103600000000004,-0.36058,0.8620969999999999,-0.292961,-0.164734,0.34742199999999995
-1.004994,0.075624,-0.171431,-0.597975,-0.04488,0.21358000000000002
0.5139,0.23379299999999997,0.55658,0.25049899999999997,0.49126800000000004,0.42981800000000003
0.307675,0.04757,1.0757940000000001,0.162205,0.343731,0.436328
-0.615133,-0.10535,0.22766,-0.611222,0.055951,0.248745
-0.131996,0.31412399999999996,0.742741,-0.291961,0.173496,0.339132
0.308967,-0.183292,0.343733,-0.383887,-0.141428,0.25745300000000004
-0.423638,-0.135321,0.167546,-0.374623,0.30166,0.315317
0.680791,-0.415033,0.235292,0.25504299999999996,0.415311,0.46934799999999993
0.702231,0.23055,0.493303,0.21301599999999998,-0.215045,0.356223
-0.328162,0.255276,0.6344350000000001,-0.38808000000000004,0.091812,0.274802
0.029488999999999998,-0.177119,0.8943469999999999,-0.270696,-0.098764,0.343623
-0.900742,-0.19950299999999999,0.182161,-0.5615979999999999,-0.128781,0.229181
-0.8738030000000001,0.227843,0.016349000000000002,-0.5961029999999999,-0.008833,0.217827
0.031633999999999995,0.009655,0.841901,-0.237945,0.033387,0.371562
-0.801592,0.267381,0.042911000000000005,-0.592793,-0.077136,0.22953099999999999
-0.294247,-0.40876,0.368763,-0.322782,0.08968200000000001,0.262268
0.50743,-0.082486,0.636376,0.281537,0.198207,0.45758999999999994
-0.660888,-0.23707899999999998,0.122521,-0.487626,0.134125,0.129663
-0.011048,0.044833,0.10481700000000001,-0.0235,-0.585328,0.23081999999999997
0.559692,0.22921999999999998,-0.005718,0.224433,0.415842,0.4612
1.0583120000000001,-0.42525100000000005,0.41325200000000006,0.22762600000000002,0.25760700000000003,0.490727
-1.260246,0.301383,-0.044137,-0.594899,-0.145178,0.198581
-0.869093,0.203956,-0.003913000000000001,-0.619713,0.028292,0.201153
0.202726,-0.14790699999999998,0.763459,0.24300700000000003,0.117521,0.43992700000000007
-1.110744,-0.056752,0.448354,-0.46296400000000004,-0.14604,0.262725
0.351777,0.241162,0.540083,0.23900700000000002,0.47430600000000006,0.46645
0.44523,-0.662408,0.370456,0.177715,0.332113,0.452633
-0.20322300000000001,-0.26406599999999997,0.580413,-0.42597799999999997,0.321236,0.33222399999999996
-0.8694559999999999,0.132706,-0.12507100000000002,-0.631229,-0.055764999999999995,0.197634
-0.319952,-0.077548,0.808079,-0.21268600000000001,0.10555199999999999,0.335254
-1.420079,0.20736500000000002,-0.10538199999999999,-0.5431520000000001,-0.13030999999999998,0.197458
0.05567999999999999,-0.155858,0.736404,-0.095746,0.037101,0.406416
-0.8748239999999999,0.013113999999999999,-0.026432999999999998,-0.302494,-0.368715,0.20825100000000002
-0.103229,-0.049979,0.81033,-0.200269,-0.06944299999999999,0.376868
-0.069523,0.199208,0.67478,-0.159839,-0.41347,0.36425599999999997
-1.066843,-0.047613,0.333493,-0.49742299999999995,-0.152477,0.26416999999999996
-0.075865,-0.464963,0.396325,-0.325397,0.056459,0.316888
-0.149813,-0.5306890000000001,0.792275,-0.38424400000000003,0.23052399999999998,0.375485
0.288081,-0.312956,1.016351,0.106645,-0.067344,0.454977
0.194646,0.172792,0.783341,-0.206855,-0.34810100000000005,0.34446
-0.023805,-0.14139000000000002,0.9455370000000001,-0.282914,-0.13969600000000001,0.356616
0.156141,0.206025,1.028492,-0.407468,0.553298,0.358796
0.892165,-0.556762,1.177566,-0.11763699999999999,-0.18246199999999999,0.34984299999999996
0.116978,0.310371,0.8930110000000001,-0.290657,0.038738999999999996,0.392243
0.13762,0.247047,0.752361,-0.281013,0.320862,0.406474
0.12415999999999999,-0.023044,1.0494430000000001,-0.243378,0.03483,0.363734
-0.706428,0.047369,0.211937,-0.540625,-0.42081199999999996,0.243765
0.7437239999999999,-0.741788,0.690489,0.32068,-0.439679,0.377737
-0.394874,-0.136673,0.350869,-0.537566,-0.221896,0.22461
0.811671,-0.566819,-0.033764999999999996,0.194699,0.134671,0.513228
0.304649,-0.502808,0.852663,0.009618999999999999,-0.5696760000000001,0.39603499999999997
0.067439,-0.403291,0.7840630000000001,-0.24656,0.251271,0.406404
-0.495813,-0.11798800000000001,0.75617,-0.312665,0.177491,0.34371599999999997
-0.45756899999999995,0.270233,0.185145,-0.526267,-0.118083,0.23838800000000002
0.089519,-0.411602,0.46256400000000003,0.064542,0.119183,0.414736
-0.331394,-0.10217799999999999,0.360806,-0.47067200000000003,-0.017252,0.305679
0.738576,-0.692253,0.394154,0.198664,-0.23485599999999998,0.538231
-0.22821100000000002,0.052488,0.436108,-0.26986,0.12704000000000001,0.254646
0.388665,0.101589,1.029882,-0.013201,0.165943,0.37763
0.273806,-0.48741,0.9671780000000001,-0.17010899999999998,-0.201476,0.39610700000000004
0.015675,-0.579113,0.58053,-0.174261,0.121399,0.4074
-0.023925,0.041255,0.689511,-0.36841799999999997,0.135802,0.324009
-1.1836870000000002,0.0033350000000000003,1.045875,-0.381583,-0.083003,0.20756100000000002
-0.080623,-0.296772,0.7904439999999999,-0.383793,-0.10654300000000001,0.329571
-0.531312,-0.629533,0.815445,-0.150365,-0.122476,0.34524099999999996
-1.184817,0.085395,0.013671,-1.239168,0.267399,0.127902
0.056763,0.00255,0.6966899999999999,-0.122321,-0.011556,0.34137
-0.550583,0.024437999999999998,0.11716199999999999,-0.49358599999999997,-0.110733,0.223566
0.094041,-0.247923,0.7499859999999999,-0.17440799999999998,-0.564589,0.397498
0.10757,-0.158665,0.718295,-0.249098,-0.053908000000000005,0.318728
0.341885,-0.560791,0.905331,-0.027273000000000002,0.290846,0.44546899999999995
-0.219923,-0.067464,0.655233,-0.268386,0.098085,0.367613
-0.404547,-0.084731,0.22380100000000003,-0.42785500000000004,0.014856,0.23864899999999997
-0.362617,-0.203869,0.530591,-0.347112,-0.049218,0.310113
0.816345,-0.594766,0.22519099999999997,0.19435999999999998,-0.605677,0.357537
0.25259499999999996,-0.646192,0.128249,-0.44714899999999996,-0.125426,0.256304
-1.231903,0.089013,-0.172176,-0.600209,-0.027141000000000002,0.178182
0.242233,-0.5972029999999999,0.253463,0.203524,-0.172763,0.45992200000000005
0.30545,0.266952,1.2383950000000001,-0.223113,0.491065,0.43009
-0.047119,0.230471,0.681667,-0.139691,-0.190522,0.323641
-0.36739099999999997,-0.11311500000000001,0.711575,-0.273287,-0.013865,0.322972
-0.825959,0.05204500000000001,-0.0031609999999999997,-0.424253,0.26767199999999997,0.19175
-0.640617,0.286164,0.195133,-0.41394200000000003,-0.017689,0.226764
-0.214061,-0.679374,0.8273889999999999,-0.059474,-0.325388,0.32092600000000004
-0.47981499999999994,-0.084872,0.338688,-0.52522,0.019428,0.298185
-0.598605,-0.17776199999999998,0.09940299999999999,-0.6103970000000001,-0.012968,0.265083
0.23668000000000003,-0.423803,0.598092,0.002209,0.357065,0.47803500000000004
-0.24675500000000003,-0.205402,0.62839,-0.323513,-0.041533,0.29992399999999997
-0.34713499999999997,-0.49960699999999997,0.6669649999999999,-0.204498,-0.061350999999999996,0.3548
0.24067399999999997,-0.683312,-0.096138,-0.717803,-0.38011500000000004,0.21749200000000002
0.08795,-0.439166,0.49308100000000005,-0.547041,-0.25154499999999996,0.29649000000000003
0.23072800000000002,-0.589477,0.006809,-0.6898890000000001,0.322711,0.304521
-0.087767,-0.262569,0.177852,-0.381664,0.015854,0.25658000000000003
0.23460999999999999,-0.665854,0.12507100000000002,-0.312606,-0.031491000000000005,0.31886
-0.816444,0.155974,-0.13933099999999998,-0.673338,-0.029697,0.191136
0.222038,-0.647076,0.34376599999999996,-0.475842,-0.160911,0.42706000000000005
-0.05455599999999999,-0.154434,0.286643,-0.5594100000000001,0.022806,0.21719699999999997
0.047401,-0.376828,0.316157,-0.09536,0.17398,0.31375
0.328453,-0.42480200000000007,0.033685,-0.552878,-0.181447,0.309394
-0.162691,-0.25085599999999997,0.14944100000000002,-0.36833,-0.13886099999999998,0.26411599999999996
0.320298,-0.630015,0.091165,-0.711598,-0.183078,0.345235
-0.530514,-0.27226999999999996,0.139525,-0.502522,0.039987,0.24675100000000003
0.211027,-0.228562,0.158338,-0.473491,-0.006968000000000001,0.300938
0.331444,-0.593429,0.36401300000000003,-0.874664,-0.14777200000000001,0.22486399999999998
0.02298,-0.21790900000000002,0.148149,-0.30454699999999996,-0.096221,0.21978000000000003
0.255465,-0.610624,0.42805600000000005,-0.33552,0.0888,0.29842399999999997
-0.570453,0.228,0.43016099999999996,-0.44304399999999994,0.030172000000000004,0.26760900000000004
0.211094,-0.703651,-0.223063,-0.41375500000000004,-0.280742,0.354885
-0.10195,-0.592866,0.556569,-0.382015,0.202779,0.301509
0.145125,-0.555638,0.106137,-0.45717399999999997,0.334516,0.28538600000000003
-0.020207,-0.540467,1.165301,-0.08781599999999999,0.134671,0.401321
-0.8516299999999999,0.030128,-0.18623199999999998,-0.480807,0.20022,0.169822
-0.22129200000000002,0.02907,0.590479,-0.288961,0.171428,0.302108
-0.056549,-0.136374,0.783804,-0.10949600000000001,0.064971,0.404769
-0.011676,-0.366356,0.726547,-0.013622,0.38414,0.321865
-0.072029,-0.454995,0.7425109999999999,-0.029173,0.22816,0.400326
-0.080853,-0.235977,0.633537,-0.229055,-0.18243800000000002,0.336962
0.025235,-0.151821,0.601288,-0.009751000000000001,0.348709,0.392766
-0.10816400000000001,-0.415702,0.61375,-0.362441,-0.019826,0.326877
-0.293069,-0.13156800000000002,0.882592,-0.25504,0.204285,0.325679
0.664358,-0.700072,-0.21528899999999998,0.32201399999999997,0.273407,0.47446099999999997
0.10355299999999999,0.07301,0.639426,-0.07389,-0.356442,0.37872
-0.042863,0.157776,0.7901739999999999,-0.45972399999999997,-0.137909,0.313792
0.131363,-0.46449700000000005,0.598833,0.086842,0.10350799999999999,0.451917
0.568283,0.226969,0.9617530000000001,0.30293600000000004,0.177725,0.4473
0.334654,-0.557153,0.11707100000000001,0.153093,0.2762,0.374217
0.167291,-0.6429699999999999,0.857555,0.318563,0.34337199999999996,0.45631099999999997
-0.8623209999999999,0.08609299999999999,-0.081698,-0.64023,0.059352999999999996,0.20849499999999999
-0.692507,0.23709699999999997,-0.1076,-0.530618,-0.065838,0.199177
0.13451400000000002,0.272437,0.6645760000000001,-0.082991,0.048687,0.362653
-0.49049499999999996,-0.043456,0.22713899999999998,-0.417703,-0.190592,0.313697
0.118593,-0.117549,0.7051609999999999,0.102107,0.21729899999999996,0.43585799999999997
0.264631,0.13250699999999999,0.9998540000000001,-0.274544,0.28728000000000004,0.385936
-0.401927,-0.531514,0.5869840000000001,-0.271667,-0.005345,0.31649099999999997
-0.68518,-0.297661,0.31476,-0.43633599999999995,-0.132339,0.282603
-0.861139,0.004614,-0.144993,-0.408673,0.239279,0.187444
0.309085,-0.52046,0.8714729999999999,-0.011387999999999999,0.33816799999999997,0.458275
0.8763040000000001,-0.665629,-0.175481,0.205314,-0.197123,0.456221
0.039649000000000004,-0.25410900000000003,0.8083739999999999,-0.196234,-0.168168,0.364508
0.8216549999999999,-0.298798,1.015534,0.335524,0.457,0.43499099999999996
-0.922417,0.189057,-0.152804,-0.624351,-0.201945,0.205406
0.001835,-0.407954,0.814959,-0.228979,-0.19397799999999998,0.31959299999999996
-0.449309,-0.23485,0.33697,-0.22409,0.00937,0.318293
-0.07839,-0.403501,1.0395020000000001,-0.150809,-0.011478,0.372293
-0.8755120000000001,0.167514,-0.205771,-0.626363,-0.06298200000000001,0.180028
-0.525246,0.274826,0.538565,-0.372886,-0.020529,0.283929
-0.348533,0.16221,1.116974,-0.376454,-0.482163,0.33369699999999997
-1.194339,0.256155,-0.201944,-0.664822,-0.00044500000000000003,0.18238800000000002
0.201149,-0.466021,0.845728,-0.12812300000000001,0.130473,0.39224499999999995
-0.699657,0.09983099999999999,0.19905899999999999,-0.47515799999999997,0.004797999999999999,0.245748
0.150449,-0.203896,0.541079,-0.10128999999999999,0.08089600000000001,0.281
0.22830100000000003,-0.541521,0.9416559999999999,-0.166027,0.20625100000000002,0.381975
-0.044515,-0.277144,0.873439,0.00783,0.40793,0.415242
-0.017027,-0.108993,0.8875209999999999,-0.153505,-0.072212,0.38607600000000003
-0.842231,0.290159,-0.10547999999999999,-0.5455260000000001,0.016783000000000003,0.18826500000000002
0.733358,0.14776,0.608697,0.293982,-0.096775,0.445222
-0.9237780000000001,-0.03415,-0.190398,-0.521887,-0.270692,0.192141
0.277202,-0.30099000000000004,0.48911899999999997,-0.051204,0.205346,0.288571
-0.327371,-0.196459,0.817634,-0.102466,0.053509,0.375585
0.8785649999999999,0.23207600000000003,0.295169,0.216408,0.04502,0.791715
0.028783,0.04476,0.950032,-0.169477,-0.23465999999999998,0.378801
-0.7505649999999999,-0.031142000000000003,0.445363,-0.382033,-0.052644,0.292568
-0.386486,-0.029310000000000003,0.484496,-0.36478,-0.10991400000000001,0.298186
-0.7909390000000001,0.2735,0.102868,-0.550211,0.12956800000000002,0.23672100000000001
-0.357261,-0.062927,0.869131,-0.120959,0.110062,0.32047
-0.382483,0.08679400000000001,0.40009,-0.5109090000000001,0.10430299999999999,0.271907
0.9348559999999999,-0.072064,0.422332,0.30997199999999997,0.319606,0.526319
0.042035,0.203022,0.63774,0.078912,0.096735,0.41877299999999995
-0.4784,0.127654,0.39739,-0.459279,-0.149738,0.27874899999999997
-0.542143,0.274345,0.334737,-0.383776,0.13081600000000002,0.23398200000000002
0.515992,-0.22390100000000002,0.24360300000000001,0.320452,-0.23764899999999997,0.494558
0.034189,-0.451245,0.792253,0.069145,0.28315999999999997,0.401564
-0.7244689999999999,-0.32211300000000004,0.20405,-0.422346,-0.076051,0.260092
-0.314198,-0.222809,0.791805,-0.223698,-0.129959,0.351292
-0.613541,0.276511,0.307616,-0.321677,-0.041361,0.27505999999999997
0.12093800000000002,-0.190322,0.96921,-0.198287,-0.034753,0.380761
0.8429399999999999,-0.637361,0.718138,0.282958,0.30498400000000003,0.539927
0.086801,-0.042311,0.795084,-0.02298,0.00795,0.38805700000000004
0.033675,-0.265036,1.041096,0.267916,0.045223,0.468171
0.9228700000000001,0.14118599999999998,0.154873,0.336647,0.373513,0.52787
0.193503,-0.144491,0.71627,0.105984,0.25145100000000004,0.43285500000000005
-0.005573,0.22615300000000002,0.805449,-0.278697,-0.12503499999999998,0.364743
0.789351,-0.373328,0.19886199999999998,0.30335100000000004,-0.47043599999999997,0.499316
0.40343,-0.498097,0.6446609999999999,0.317733,0.45535299999999995,0.449743
-0.447017,0.004881,0.496134,-0.277451,-0.195164,0.34279699999999996
0.27267600000000003,0.043898,0.8112159999999999,0.165644,0.025966000000000003,0.439852
0.389638,-0.593716,0.906378,0.12416700000000001,0.460308,0.435515
-0.762629,-0.155113,0.216658,-0.5360520000000001,-0.002404,0.22716999999999998
-0.83236,0.080144,-0.036052999999999995,-0.656594,-0.13856500000000002,0.200922
-0.085454,0.261211,0.589935,-0.347609,0.059564,0.32010900000000003
0.745243,0.045989999999999996,0.10471400000000002,0.268009,-0.5915779999999999,0.488856
0.970666,0.24669499999999997,0.583631,0.30957399999999996,-0.25164699999999995,0.47501400000000005
0.726793,-0.106796,0.300007,0.251786,-0.423972,0.299964
-0.022899,0.137693,0.78986,-0.18701700000000002,0.254299,0.369236
0.10454200000000001,-0.267473,0.379281,-0.349989,0.05249500000000001,0.36454899999999996
0.374201,0.165152,1.126368,-0.055912,-0.620751,0.413625
-0.146162,-0.06729700000000001,0.8556729999999999,-0.35144000000000003,0.129779,0.350016
-0.629451,0.19635899999999998,-0.058776999999999996,-0.579932,-0.076824,0.204215
-0.22762800000000002,-0.41063599999999995,0.792111,-0.340837,-0.016222,0.308584
-0.21974699999999997,-0.125616,0.405113,-0.224944,0.47514799999999996,0.29435
-0.09732,-0.150346,1.011032,-0.111642,0.418112,0.405482
-0.204543,0.006631999999999999,0.785515,-0.48222299999999996,0.11947100000000001,0.32419499999999996
-0.385345,-0.194676,0.24601399999999998,-0.308424,-0.217198,0.26808200000000004
0.003532,-0.516232,0.853031,0.036861,0.544747,0.421415
0.270188,-0.348572,0.794457,-0.081189,0.284643,0.402335
0.21868400000000002,-0.47209799999999996,0.816503,-0.084377,0.29005,0.402649
-0.477368,-0.07976699999999999,0.607471,-0.43513100000000005,0.123583,0.359854
-0.088281,-0.074073,0.964606,-0.081224,0.321681,0.398633
-0.33969299999999997,0.15944,0.8611559999999999,-0.34673200000000004,0.075817,0.342737
-0.224992,-0.21226599999999998,0.550269,-0.364523,0.0008269999999999999,0.311355
0.06635,0.127831,0.751814,-0.132907,0.100925,0.348275
-0.117345,0.21009099999999997,0.651844,-0.38548899999999997,0.16476500000000002,0.310366
-0.1885,0.134491,0.378635,-0.287668,-0.12291300000000001,0.302779
0.339038,-0.228873,0.941601,-0.01116,0.382494,0.396351
-0.6882659999999999,0.260743,0.199876,-0.49573199999999995,-0.101948,0.24107699999999999
-0.34171399999999996,-0.034836,0.284991,-0.271082,-0.22751300000000002,0.25654
0.664446,-0.640117,0.470896,0.27015,0.451421,0.5212829999999999
0.178597,-0.21212399999999998,0.9581709999999999,-0.05969,0.24846999999999997,0.40102
-0.565388,-0.003638,0.189249,-0.50695,-0.160794,0.22324899999999998
-0.789374,0.036728,0.38867399999999996,-0.493183,-0.130435,0.26915500000000003
-0.32814299999999996,-0.247218,0.588133,-0.451805,0.110506,0.282931
-0.153137,-0.29487399999999997,0.72245,-0.27119299999999996,-0.11936300000000001,0.345672
0.756368,0.24608000000000002,0.281536,-0.35268,0.261797,0.36898200000000003
0.719071,0.013756,-0.036081999999999996,-0.416609,0.351565,0.608152
0.8069529999999999,-0.13959000000000002,0.510588,0.112774,0.415178,0.493726
0.21905300000000003,-0.453971,0.92004,-0.23912600000000003,-0.46235299999999996,0.344675
-0.026848,-0.11886500000000001,0.909264,-0.362821,0.391638,0.400427
0.750193,0.138075,0.548543,0.21574200000000002,0.063395,0.450036
-0.542305,0.106065,0.285852,-0.416124,-0.117654,0.252936
-0.971044,0.243704,-0.163081,-0.6113850000000001,-0.06005599999999999,0.182385
-0.034638,-0.285438,0.742777,-0.181619,0.065665,0.3371
-0.486246,-0.31401,0.21556999999999998,-0.396256,-0.26927199999999996,0.258102
-1.385723,0.208958,-0.142337,-0.5688439999999999,-0.328809,0.17224
0.364263,0.084969,0.9752040000000001,-0.11023800000000002,0.43086899999999995,0.367379
-0.752918,-0.013288999999999999,-0.133702,-0.701925,-0.20228800000000002,0.198103
-0.06317,0.037727,0.7625609999999999,-0.073405,0.322235,0.41392399999999996
-0.9744120000000001,0.12277300000000001,-0.081213,-0.498791,0.167192,0.211135
-0.558928,0.28031300000000003,0.16526300000000002,-0.187409,0.26509699999999997,0.272463
-0.12239900000000001,0.0021920000000000004,0.911741,0.032832,0.43335799999999997,0.435429
-0.569732,0.164643,0.367238,-0.222061,0.22514099999999998,0.294926
-0.98634,0.14627300000000001,-0.180118,-0.619889,0.050716000000000004,0.179653
-0.074014,-0.63485,0.837976,-0.050163,-0.013132,0.395355
-0.7888310000000001,-0.328442,-0.23208499999999999,-0.593097,-0.239006,0.22153299999999998
-0.521571,0.12486400000000002,0.568623,-0.35631199999999996,0.10627,0.304987
-0.45262399999999997,-0.104501,0.7170949999999999,-0.28215300000000004,-0.024781,0.325754
-0.41629099999999997,-0.071895,0.673284,-0.37167,0.09281,0.297102
0.144101,-0.225613,1.010996,-0.397742,0.098912,0.372703
-0.33365300000000003,0.199843,0.42111000000000004,-0.338035,0.041486,0.27655799999999997
-0.15983,-0.365149,0.585703,-0.234494,0.084563,0.207323
-0.330124,-0.296806,0.22462100000000002,-0.39217399999999997,0.071619,0.31672100000000003
-0.052065,-0.47602700000000003,0.6833859999999999,-0.17164100000000002,-0.081412,0.319184
-0.115355,0.08153200000000001,0.439537,-0.265398,-0.14793599999999998,0.35073899999999997
-0.42940200000000006,0.062561,0.525388,-0.376085,0.09328600000000001,0.335677
0.987716,-0.38644,0.167754,0.276677,0.28592199999999995,0.510838
0.054894000000000005,0.12183,0.839208,-0.210802,-0.110055,0.348432
-0.712244,0.024884,0.326353,-0.45998100000000003,-0.056022,0.256552
0.23282199999999997,-0.18484,0.947722,-0.14210699999999998,0.059494000000000005,0.37149699999999997
-1.143741,0.045101999999999996,0.15834600000000001,-0.54238,-0.024555,0.216459
0.996092,0.069084,-0.089436,-0.41586599999999996,-0.305671,0.27826599999999996
-0.796148,0.0009699999999999999,-0.014959,-0.47102299999999997,0.10357000000000001,0.19192
0.07536699999999999,-0.191893,0.9099719999999999,-0.11558399999999999,0.28181799999999996,0.402561
-0.442333,0.049154,0.5181359999999999,-0.41591300000000003,0.030437,0.278339
-0.229102,-0.206181,0.263182,-0.233067,0.221754,0.344464
0.686156,-0.37485799999999997,0.059914999999999996,0.342407,-0.089526,0.59467
0.18288900000000002,-0.602676,0.7715609999999999,-0.220908,0.282052,0.362514
-0.810797,0.10806099999999999,-0.125115,-0.5329689999999999,-0.159163,0.18653699999999998
-0.47787299999999994,-0.030306,0.19836199999999998,-0.547936,0.06034400000000001,0.219933
0.012158,0.18220799999999998,0.280175,-0.61721,-0.402406,0.265703
-1.021198,0.18726600000000002,0.098312,-0.698398,-0.119566,0.195969
0.453492,0.13814400000000002,0.724989,-0.447582,-0.17746800000000001,0.37264899999999995
-0.034283,-0.145369,0.574861,-0.146458,0.035688,0.32756799999999997
0.280474,0.204965,0.9510350000000001,-0.21844,-0.222894,0.350621
-0.413196,0.089278,0.7148220000000001,-0.23388,-0.18822,0.30525399999999997
-0.094669,0.10936099999999999,0.406879,-0.233658,-0.124372,0.282195
0.6702020000000001,-0.437697,0.9384530000000001,0.314066,0.549686,0.404304
