mag_r,u-g,g-r,r-i,i-z,z_spec
0.843599,-0.453658,0.803417,0.261237,0.544832,0.4512
-0.22160100000000002,0.170558,0.36841599999999997,-0.33408699999999997,-0.166435,0.342064
-0.180167,-0.287614,0.679657,-0.307553,-0.301021,0.331971
-0.178593,-0.085504,1.069023,0.15859700000000002,0.49563,0.42509399999999997
-0.30386399999999997,0.143489,0.44081400000000004,-0.359669,-0.205986,0.36596999999999996
-0.37240999999999996,-0.181894,0.509275,-0.386981,0.080163,0.309003
-0.285962,-0.08365299999999999,0.739662,-0.17873499999999998,0.173223,0.339947
-0.525313,-0.626145,0.15338,-0.563317,0.10375699999999999,0.24990700000000002
-0.6386430000000001,0.239075,0.076076,-0.568914,0.174066,0.212721
0.098268,0.015135,1.0324360000000001,-0.377705,0.21308600000000003,0.335929
-0.298182,-0.11280899999999999,0.6643899999999999,-0.28163299999999997,-0.393777,0.334285
0.07930599999999999,-0.228492,0.9244290000000001,-0.359692,-0.139212,0.347667
-0.18345899999999998,0.18262,0.6735979999999999,-0.34613499999999997,-0.257709,0.339661
-0.677874,-0.062042999999999994,0.174854,-0.401836,0.294552,0.30152399999999996
-0.051835,0.173473,0.709083,-0.032057,0.20333299999999999,0.342106
-0.978648,0.311875,0.07697799999999999,-0.53866,-0.018313,0.24404499999999998
-0.02968,-0.14990699999999998,0.635562,-0.324759,-0.165164,0.326826
0.327371,-0.35254800000000003,0.969356,-0.050994,0.08189500000000001,0.40568200000000004
-0.42362299999999997,0.232089,0.23333299999999998,-0.473017,-0.089651,0.258846
-0.294754,0.053135,0.360566,-0.283463,-0.11754500000000001,0.302392
0.189895,-0.23920100000000002,-0.033838,-0.565914,-0.044038,0.29558
-0.785325,0.130768,-0.12033900000000002,-0.735934,-0.0013189999999999999,0.18571700000000002
-0.562505,0.211571,0.094587,-0.523249,-0.47472,0.227196
-1.170097,0.009097,0.1492,-0.572224,-0.213773,0.20452
0.058918,-0.204713,0.706088,-0.253046,0.320823,0.36223
-0.134326,-0.203398,0.67938,-0.144873,-0.06965299999999999,0.343413
-0.224843,-0.23979899999999998,0.794041,0.060109,0.305265,0.42051700000000003
0.189198,-0.602379,0.8467309999999999,-0.002487,0.416505,0.42127200000000004
-0.293935,0.06746,0.350559,-0.453168,-0.093154,0.279038
-0.470371,-0.012936000000000001,0.467401,-0.340638,0.029813,0.282204
-0.301977,-0.049375999999999996,0.437381,-0.509944,-0.188376,0.283438
-0.006979000000000001,-0.296486,0.589961,-0.275001,0.169673,0.312842
-0.236409,-0.378107,0.7984439999999999,-0.10908599999999999,0.33525,0.311422
-0.289275,-0.460901,0.856139,-0.281574,0.129092,0.33434899999999995
-1.044716,-0.079108,0.108403,-0.42169700000000004,0.10449800000000001,0.21673299999999998
-0.599518,0.10186100000000001,0.446895,-0.380752,-0.084267,0.28492199999999995
-0.9407690000000001,0.272428,0.371846,-0.391192,-0.11550899999999999,0.28360599999999997
0.569408,-0.572419,0.636022,0.326318,0.370735,0.47496700000000003
-1.0869389999999999,0.201706,-0.054344,-0.522466,-0.17691400000000002,0.204578
0.405661,-0.085979,0.7041649999999999,0.248277,0.339354,0.46370500000000003
0.5755239999999999,-0.170621,0.400535,0.264834,-0.163915,0.460304
-0.275037,-0.24279,0.659932,-0.294078,-0.12942,0.369738
0.777247,-0.5528890000000001,0.32605100000000004,0.281373,-0.000859,0.466659
-1.045433,0.065138,-0.089024,-0.57392,-0.147538,0.20671199999999998
-0.45189799999999997,0.098228,0.373184,-0.380676,-0.154576,0.28423699999999996
0.252787,-0.693475,1.149326,-0.188128,0.265862,0.393448
0.836571,-0.7190850000000001,-0.11394800000000001,0.242294,0.068014,0.560415
-0.136121,-0.181828,0.414062,-0.301576,0.034408999999999995,0.35684099999999996
-0.747831,0.209002,0.069649,-0.556685,0.02226,0.21731399999999998
0.015656,-0.310377,0.7404350000000001,-0.360172,-0.095846,0.32652
0.334961,-0.472426,0.9675389999999999,-0.187602,0.162151,0.360442
-0.796042,0.153443,0.144111,-0.47212200000000004,0.13162000000000001,0.220898
0.001553,-0.303452,0.283885,-0.12617,0.260166,0.281073
-0.581782,-0.363086,0.5418229999999999,-0.0043289999999999995,0.231305,0.31045700000000004
-0.10906600000000001,0.025240000000000002,0.891676,-0.093682,0.20649299999999998,0.359887
0.001172,-0.370379,0.8240290000000001,-0.26708200000000004,0.098951,0.325644
0.8533540000000001,0.299647,0.192908,0.279028,-0.024250999999999998,0.53355
-0.405921,0.013281,0.87465,-0.093284,0.263225,0.393368
0.176526,0.01054,0.795004,0.332412,0.351385,0.48088400000000003
-0.408077,0.170052,0.6637149999999999,-0.243285,-0.6117859999999999,0.328226
-0.795661,0.254463,0.35076999999999997,-0.430429,0.033956,0.258033
-0.46354700000000004,-0.331838,0.742088,-0.150686,0.338488,0.34721
-0.481792,0.162742,0.180785,-0.405702,0.014754,0.259775
0.846806,-0.133163,0.364874,0.33569299999999996,0.067874,0.480784
-0.25006799999999996,-0.197008,0.634143,-0.033571,-0.033762,0.358036
-0.082695,0.211977,0.603378,-0.316273,0.222012,0.315826
0.24042199999999997,-0.175091,0.717861,0.035452,0.38367199999999996,0.43382
0.004085,-0.355069,1.047776,-0.259795,0.10041,0.362211
-0.38199099999999997,-0.016949000000000002,0.695797,-0.23821399999999998,0.179449,0.320334
-0.5069520000000001,0.09461,0.066424,-0.428896,-0.030898000000000002,0.22533499999999998
-0.22223299999999999,0.162634,0.82768,-0.205129,0.35949200000000003,0.40216199999999996
0.29289699999999996,-0.43020600000000003,0.9742370000000001,-0.146037,0.089541,0.396497
-0.101799,0.05753200000000001,0.719119,-0.179034,0.044216000000000005,0.328386
-0.11009300000000001,-0.518534,0.649571,-0.301167,0.332519,0.350727
0.076422,-0.17536400000000002,0.635898,-0.03594,0.260876,0.311175
-0.717327,0.164182,0.36251700000000003,-0.48629300000000003,-0.041181999999999996,0.254324
-0.8503229999999999,0.08643200000000001,0.466814,-0.40412800000000004,0.033769,0.287483
-0.8015800000000001,-0.439255,-0.22750700000000001,-0.597928,0.169696,0.255777
-0.701803,0.146244,0.013296,-0.492802,0.10426400000000001,0.214325
-0.351682,-0.23331999999999997,0.21847399999999997,-0.252589,-0.046254,0.250996
-0.47921800000000003,-0.013926,0.22853600000000002,-0.46844399999999997,-0.005899000000000001,0.26174899999999995
-0.327815,-0.34281100000000003,0.52193,-0.236921,0.018803999999999998,0.304238
-0.699864,0.311106,0.471232,-0.404561,0.075161,0.297266
-0.257027,0.177216,0.852783,-0.22489699999999999,-0.202756,0.364558
-0.353119,-0.07715599999999999,0.17806,-0.37716700000000003,-0.224798,0.25863200000000003
-0.057290999999999995,-0.194026,0.655401,-0.17138399999999998,0.077752,0.324988
-0.032102,-0.1464,0.731359,-0.21306599999999998,0.345143,0.39719
-0.053564,-0.287729,0.865964,-0.179537,0.21525500000000003,0.29743
-0.69186,0.038918,-0.056748,-0.655295,0.083494,0.242339
0.11323399999999999,-0.278528,0.884475,-0.07599,0.047525,0.402672
-0.477803,-0.090448,0.70267,-0.31539,-0.057527999999999996,0.310256
-0.023403999999999998,0.060348,0.795621,-0.036694,-0.418901,0.353772
0.21062399999999998,-0.21540399999999998,0.796642,0.088486,0.326651,0.42056899999999997
-0.755763,0.06777000000000001,-0.215515,-0.7258220000000001,-0.050724,0.200259
0.13397699999999998,-0.235298,0.9145540000000001,-0.292552,0.200836,0.373238
-0.091909,-0.400966,0.718601,-0.29671,0.062091999999999994,0.313657
0.5591149999999999,-0.294027,1.138082,0.266816,0.06568099999999999,0.428609
-0.39194,0.29629099999999997,0.862086,0.067367,0.130387,0.406099
-1.505566,0.30299299999999996,-0.23109699999999997,-0.6341829999999999,-0.07978099999999999,0.173201
-0.230015,-0.205116,0.761266,-0.162389,0.117248,0.449013
-0.20521599999999998,-0.388289,0.378456,-0.24450700000000003,-0.143785,0.283833
0.8089270000000001,-0.22007,-0.053527,0.339571,0.359703,0.39926100000000003
0.185656,-0.5666800000000001,1.2079440000000001,-0.38905100000000004,0.278955,0.359847
-0.22568400000000002,0.317548,0.502642,-0.251531,-0.034901,0.285952
0.056727,-0.451529,0.8907930000000001,-0.268737,-0.032568,0.394307
0.791704,-0.221598,0.139908,0.16927,0.43068999999999996,0.490734
-0.861135,-0.073132,-0.095218,-0.7418640000000001,-0.14777200000000001,0.196164
-0.772942,-0.018813,-0.123232,-0.507985,0.046783,0.16817100000000001
-0.762282,-0.24846,-0.146124,-0.497288,-0.127423,0.238837
-1.3461040000000002,0.127104,-0.026545999999999997,-0.6908479999999999,-0.052280999999999994,0.200177
0.5575979999999999,0.159552,1.0218450000000001,0.341688,0.412869,0.472271
-0.6858529999999999,-0.162403,-0.189493,-0.569136,-0.220156,0.2551
-1.022298,0.11456199999999998,-0.07222,-0.475497,0.1422,0.185566
-0.18598,0.312619,0.976189,-0.12393,0.133906,0.406026
-0.169695,0.312392,0.477937,-0.14237,0.056091999999999996,0.27167399999999997
-0.35409,-0.042194,0.718068,-0.471508,0.16478800000000002,0.343428
0.230323,0.174426,0.911175,-0.29354,-0.11848099999999999,0.336809
0.740951,-0.033143,0.328863,0.32409,-0.573929,0.48685
-0.027236,-0.111631,0.74219,-0.336748,-0.305655,0.32513800000000004
-0.615491,-0.028068,0.225847,-0.501815,-0.092561,0.259405
-0.169262,-0.305372,0.545245,-0.373828,-0.20682899999999999,0.263017
-0.234459,0.10618399999999999,0.908644,-0.012651,0.046659,0.389717
-0.019325,0.188486,0.46561400000000003,-0.271878,-0.15353,0.281242
-0.157095,0.15334,0.808739,0.24428200000000003,0.11356500000000001,0.453675
-0.328532,0.079916,0.891351,-0.200989,-0.022175,0.38722399999999996
-0.404452,0.173047,0.19325799999999999,-0.5047510000000001,0.030327999999999997,0.311189
-1.128825,-0.019131,-0.166156,-0.662173,-0.234504,0.21663400000000002
-0.952025,0.149755,0.250447,-0.525057,-0.026591000000000004,0.23351100000000002
0.153446,-0.539632,0.71275,-0.027313,0.15378699999999998,0.373869
-0.013005000000000001,-0.38948299999999997,0.94163,0.100229,-0.251217,0.378019
-0.9638100000000001,0.23249499999999998,-0.054498000000000005,-0.41265,0.038981,0.235166
0.0018260000000000001,0.013007,0.734916,0.146789,0.337879,0.431274
-0.499989,0.132797,0.21535900000000002,-0.43683299999999997,-0.006670999999999999,0.244946
0.11426099999999999,0.008862,1.197317,-0.097881,-0.018133,0.37740999999999997
0.031941000000000004,0.178316,0.756954,-0.041583999999999996,0.37102399999999996,0.395486
0.29988200000000004,-0.286171,0.791998,-0.09061699999999999,-0.0009519999999999999,0.40034400000000003
-0.8606,-0.049405000000000004,0.212127,-0.48767299999999997,-0.197903,0.274066
0.288445,-0.460722,1.176417,-0.321186,0.303579,0.379344
0.401586,-0.27061799999999997,1.070307,-0.010329999999999999,-0.174714,0.390009
0.21564,-0.615857,1.008263,-0.29516,-0.126728,0.310126
-0.180857,-0.015768,0.72716,-0.283937,0.12239000000000001,0.332123
-0.230861,0.25107399999999996,0.8440790000000001,-0.155494,0.52627,0.404717
-0.507033,-0.050023000000000005,0.352879,-0.425645,0.223003,0.255342
-0.038587,-0.268096,0.53317,-0.190941,-0.13939200000000002,0.26868000000000003
0.23209000000000002,-0.347547,0.719178,0.087082,-0.521402,0.379206
-1.213834,0.111945,-0.18888,-0.6870470000000001,-0.13087200000000002,0.188857
-1.1742190000000001,0.168087,-0.198694,-0.6635479999999999,-0.146149,0.172296
0.010107,0.023538999999999997,0.8703930000000001,-0.139586,0.375604,0.409177
-0.072351,0.033092,0.762554,-0.283931,-0.002614,0.348629
0.079303,-0.18575899999999998,0.600055,-0.199872,0.160099,0.34884499999999996
-0.22984200000000002,-0.194355,0.321385,-0.332596,-0.21155700000000002,0.27915999999999996
-1.038921,0.132622,-0.11282,-0.601531,-0.039855,0.186692
0.112595,0.024586,0.688004,-0.07172100000000001,0.18221099999999998,0.42268500000000003
0.741053,0.111265,0.34570300000000004,0.248592,-0.43445100000000003,0.44839300000000004
-0.40815999999999997,0.153052,0.38256,-0.306734,0.163618,0.28334699999999996
0.160243,-0.24912199999999998,0.757001,-0.12783599999999998,-0.184366,0.461761
-0.8457040000000001,-0.278511,0.02327,-0.6465810000000001,-0.154373,0.27911199999999997
0.072986,-0.455525,0.780871,-0.17932,-0.072439,0.337071
0.087348,0.042945,0.898286,-0.308021,0.258754,0.377315
-0.445247,0.242075,0.9842549999999999,-0.102378,0.4309,0.327957
0.08845599999999999,-0.44630699999999995,0.585605,0.158503,0.032349,0.43567100000000003
-0.776235,0.09728099999999999,0.015324,-0.477959,-0.334829,0.24786599999999998
0.27016,-0.682879,-0.071772,0.10603699999999999,0.374309,0.37732
0.208833,-0.167302,0.9826790000000001,0.071215,-0.168347,0.41508599999999996
-0.21240100000000003,0.15386,0.772867,-0.226014,0.36156,0.36429
-0.507847,-0.11314300000000001,0.059321000000000006,-0.367628,0.25908200000000003,0.233078
0.243856,-0.5091180000000001,0.8731690000000001,0.015006,0.053087999999999996,0.432842
-0.063721,-0.313348,0.654996,-0.34870300000000004,0.361833,0.290562
-0.144651,0.023688999999999998,1.107726,0.293105,-0.141093,0.45082
-0.37658400000000003,-0.405432,-0.098662,-0.568657,-0.124021,0.196009
0.012983000000000001,-0.680351,0.128208,-0.365792,0.240777,0.26471300000000003
0.30642600000000003,-0.462405,-0.16956,-0.49962700000000004,-0.243017,0.21360300000000002
-0.408109,-0.433183,0.050197000000000006,-0.5387649999999999,-0.13172999999999999,0.24770599999999998
-1.112036,-0.0037090000000000005,-0.097834,-0.665431,0.07359299999999999,0.200309
-0.048137,-0.467976,1.079931,-0.178671,0.073889,0.408881
0.105307,0.285168,0.097819,-0.373775,-0.382073,0.217678
-0.11079100000000001,-0.40776100000000004,0.129058,-0.54945,0.121274,0.285968
-0.126948,-0.523058,-0.121521,-0.6791689999999999,0.06717100000000001,0.291285
-0.134327,-0.335862,0.870842,-0.188701,0.20480700000000002,0.39188
-0.714105,0.0912,-0.12723800000000002,-0.62772,-0.350777,0.198048
0.069006,-0.146126,0.35137199999999996,-0.327912,0.400713,0.316373
0.087881,-0.28238800000000003,0.030716000000000004,-0.36235300000000004,-0.06182000000000001,0.213456
-0.030414999999999998,-0.394002,0.371488,-0.470947,0.461049,0.402579
0.388049,-0.731595,0.530988,-0.493721,0.22905,0.295973
-0.033678,-0.711573,-0.009998,-0.485018,0.002668,0.367224
0.006968000000000001,-0.493022,0.289445,-0.264748,0.043951,0.38602800000000004
0.293256,-0.335801,0.015341999999999998,-0.719605,0.20616500000000001,0.238999
-0.44647600000000004,0.20290999999999998,0.5988180000000001,-0.347159,0.01807,0.32256999999999997
-1.009565,0.202735,-0.208048,-0.573604,0.014247,0.178923
-0.095751,0.039481,0.33999,-0.408994,-0.349529,0.305867
0.024603,-0.68296,-0.07488,-0.43242299999999995,0.183397,0.22422199999999998
-0.411944,-0.326206,0.841087,-0.154587,-0.156815,0.376474
0.330663,-0.521239,0.142735,-0.621135,-0.593825,0.343269
0.041765,0.058016,1.022586,0.17389000000000002,0.44410200000000005,0.435058
0.067843,-0.239262,0.802804,-0.156377,0.063231,0.34478000000000003
0.80528,-0.34694400000000003,0.966357,0.310925,0.355185,0.48132600000000003
-0.069987,-0.188003,0.7182649999999999,-0.34851,0.36539099999999997,0.35395
0.02928,-0.568475,1.268996,-0.20643899999999998,-0.045863,0.383
0.860784,-0.119448,0.21439899999999998,0.34736100000000003,-0.14372200000000002,0.44827
0.163171,0.266869,0.838008,0.031206,0.201983,0.432435
0.744167,-0.201272,0.43986099999999995,0.313756,-0.28313,0.40246
-0.6084189999999999,0.047381,0.36994499999999997,-0.097933,-0.104117,0.292192
-0.284761,-0.303724,0.12325799999999999,0.08579500000000001,0.041250999999999996,0.212711
-0.215245,0.12246900000000001,0.78078,-0.206077,-0.082457,0.390323
0.425458,-0.062349,0.755652,0.24485500000000002,0.284182,0.471339
-0.490364,-0.35996,0.318444,-0.367348,-0.017127,0.29616
-0.050737,-0.17199,0.698671,-0.112572,0.323429,0.30496999999999996
0.696366,0.106373,0.489487,0.286783,-0.26716599999999996,0.47540299999999996
-0.115014,0.130856,0.590964,-0.195655,-0.64284,0.309338
0.40098,-0.26555,0.8224739999999999,0.269489,0.43487200000000004,0.468508
-0.881842,-0.1419,-0.029161000000000003,-0.646359,-0.23381799999999997,0.209373
0.322104,0.05539500000000001,1.140169,0.307498,0.32211799999999996,0.45059899999999997
0.301178,-0.438834,0.9810409999999999,-0.108607,0.051098000000000005,0.396805
-0.00528,-0.3822,0.795037,-0.161658,0.266291,0.395863
-0.039393,-0.143833,0.314092,0.02224,0.10530199999999999,0.42055699999999996
-1.032651,0.13406700000000002,-0.146037,-0.6158359999999999,-0.192909,0.197436
-0.138422,-0.246025,0.897225,0.095036,0.219375,0.42861099999999996
-1.094373,0.177782,-0.23179299999999997,-0.625831,0.042172,0.167854
-0.101761,-0.283981,0.750278,-0.176653,0.156377,0.32732
-0.997439,0.287612,0.186973,-0.546842,0.17951199999999998,0.24624000000000001
-0.041319,-0.43521000000000004,0.8122560000000001,-0.229898,0.146039,0.369615
0.09086,-0.315119,1.059326,-0.24677600000000002,0.183897,0.339528
0.611863,-0.041905,0.537497,0.237013,0.30348600000000003,0.45511599999999997
0.105279,-0.48351000000000005,0.830234,0.27101,-0.168667,0.419414
0.7749550000000001,0.17640799999999998,-0.197231,0.16986099999999998,-0.05519500000000001,0.437709
-0.809008,0.23607899999999998,-0.10240899999999999,-0.706534,-0.24115999999999999,0.18815199999999999
0.20704699999999998,-0.294392,0.9887379999999999,-0.393075,0.305296,0.374904
-0.09030099999999999,-0.461239,0.54179,-0.245905,-0.07245399999999999,0.311026
-0.23878899999999997,0.22974099999999997,0.563395,-0.39470700000000003,0.281857,0.322255
0.034970999999999995,0.12249600000000001,0.718838,-0.149774,-0.00909,0.408383
-0.70877,-0.044893,0.03196,-0.49341599999999997,0.160099,0.274966
-0.813408,-0.092388,0.167659,-0.442512,0.071197,0.255283
-0.12200599999999999,-0.5324369999999999,0.6167050000000001,-0.349919,0.054297000000000005,0.333228
-0.257475,0.003367,0.773473,-0.326356,-0.107152,0.33631500000000003
-0.88139,0.27684899999999996,0.08891399999999999,-0.542257,-0.21374200000000002,0.231954
0.9965700000000001,-0.599545,0.266509,0.207677,-0.418573,0.41405600000000004
-0.814527,-0.370104,0.47326,-0.35691999999999996,0.015347,0.285056
-0.384745,0.187696,0.623224,-0.297055,-0.07323500000000001,0.312636
-0.012765,-0.11260899999999999,0.656032,-0.197298,-0.149972,0.320615
0.399931,0.162484,0.823317,0.329131,0.404356,0.429275
0.6028319999999999,0.093138,0.42526499999999995,0.20280499999999999,-0.206244,0.394807
-0.611321,-0.15644,0.20761,-0.296722,0.265979,0.280642
0.119405,-0.256431,0.967448,-0.166325,-0.10322,0.359097
0.8618530000000001,0.279778,0.679869,0.270583,-0.371126,0.43021400000000004
-0.920768,-0.10024,-0.100811,-0.5545439999999999,-0.23945100000000002,0.196103
-0.206499,-0.093073,0.923842,0.06943099999999999,0.046019,0.40155599999999997
-0.531196,-0.13861500000000002,0.46838599999999997,-0.537338,-0.170727,0.297969
-1.4425290000000002,0.177226,-0.203542,-0.6425930000000001,-0.063115,0.160474
0.588547,0.221279,0.044789999999999996,0.330816,0.526364,0.457637
-0.251389,0.007689,0.6917439999999999,-0.27620500000000003,0.051059,0.307678
-1.02,0.276536,0.254707,-0.477678,-0.39834899999999995,0.242966
-0.357768,-0.075128,0.378992,-0.49193100000000006,-0.062842,0.28524299999999997
-0.10623099999999999,0.1535,0.566353,-0.47432700000000005,-0.061117,0.315098
0.026114,-0.05417,0.71005,-0.283931,-0.078072,0.370002
0.483788,0.24146199999999998,0.719444,0.271594,0.058915999999999996,0.499565
0.318775,-0.15318800000000002,0.48318999999999995,0.301533,-0.283067,0.329127
0.233066,-0.614591,1.035942,-0.15962300000000001,0.258348,0.366408
-0.100087,0.162548,0.9640479999999999,-0.004785,0.154606,0.36395
0.5547770000000001,-0.004358,0.142484,0.214455,0.027542,0.468492
0.06751900000000001,-0.269041,0.750679,0.155591,0.23049299999999998,0.41648100000000005
-0.774011,0.102845,0.16516,-0.42889099999999997,-0.06238099999999999,0.216644
-0.015823,0.08559299999999999,0.768668,-0.40424499999999997,-0.056795000000000005,0.336231
0.024868,-0.5607979999999999,0.8712059999999999,-0.3035,-0.10068400000000001,0.363482
0.033898000000000005,0.277812,0.48903800000000003,-0.11908099999999999,0.22408000000000003,0.406688
0.159511,-0.26874499999999996,0.7521680000000001,-0.076645,-0.051559,0.42398199999999997
-0.145679,-0.282401,0.747057,-0.394549,0.122647,0.328407
0.234796,0.000563,0.8811370000000001,0.197138,0.329437,0.433068
-0.183539,0.11853699999999999,0.8545159999999999,-0.17563,0.307285,0.387586
0.873724,0.11296700000000001,0.722793,0.268705,0.214896,0.504415
-0.40581100000000003,-0.357541,0.177757,-0.378658,0.200485,0.257148
-0.937945,0.11068399999999999,-0.15528499999999998,-0.5931850000000001,-0.061632000000000006,0.17870999999999998
-0.957052,0.045813,-0.019881,-0.53918,-0.23479299999999997,0.226217
-0.438485,0.312296,0.41288400000000003,-0.313635,0.387714,0.23331100000000002
-1.14564,0.31756999999999996,0.242588,-0.372371,-0.030788999999999997,0.21977399999999997
-1.272557,0.314454,-0.080735,-0.626872,-0.06388300000000001,0.200075
-0.606592,0.24299099999999998,0.549255,-0.335667,-0.005056000000000001,0.294261
-0.380486,-0.22731300000000002,0.330662,-0.457367,0.20668000000000003,0.282918
-0.057377,-0.484544,0.728568,-0.22417199999999998,0.145563,0.349219
-0.786658,0.09515599999999999,-0.15967699999999999,-0.697293,-0.14533,0.204648
0.703087,-0.272463,0.799714,0.2604,0.000366,0.51983
-1.076516,-0.021757,-0.0731,-0.561814,0.076581,0.198446
0.593007,-0.08876,0.177998,-0.436143,0.192901,0.400715
-0.178873,-0.340489,-0.169998,-1.012746,-0.179606,0.268138
-0.131502,-0.027558,0.726675,-0.437488,-0.084244,0.355637
0.24668099999999998,-0.23747600000000002,0.8317549999999999,-0.10558900000000002,0.511929,0.271063
-0.573017,0.068687,0.266878,-0.492305,-0.253535,0.267949
-0.078779,-0.157726,0.573923,-0.366804,0.24224400000000001,0.31091799999999997
0.353218,-0.041089,0.786139,0.061079999999999995,0.14113900000000001,0.35987600000000003
-0.165055,-0.160254,-0.089757,-0.589284,-0.239794,0.255629
-0.199484,-0.073727,0.646149,-0.210533,0.38226,0.360565
-0.7572800000000001,0.15189,0.027863,-0.5311680000000001,-0.077713,0.21376599999999998
-1.295516,0.09686399999999999,-0.171023,-0.5700430000000001,0.0010220000000000001,0.18029
-0.748418,-0.024952000000000002,0.155573,-0.516196,-0.035852999999999996,0.253481
-0.444105,-0.049675,0.182624,-0.49678500000000003,-0.117631,0.230756
0.264854,-0.077416,0.886598,0.12026600000000001,0.241027,0.443905
0.273907,0.111534,0.671423,0.149274,0.273852,0.45364799999999994
-0.745715,0.07256,0.093971,-0.568487,-0.21850100000000003,0.221479
0.298211,0.12024000000000001,1.0241040000000001,-0.30283899999999997,0.315236,0.347545
0.209956,-0.5626399999999999,0.695249,-0.080417,-0.353851,0.300501
-0.75818,-0.23735599999999998,-0.12003299999999999,-0.615848,-0.162011,0.197652
-0.25503899999999996,-0.200986,0.765845,-0.254362,0.108634,0.38629600000000003
0.394561,0.160476,0.375654,0.345934,0.263818,0.448615
-0.401908,-0.487591,1.120079,-0.210873,-0.189718,0.36499899999999996
0.062787,-0.588392,0.667024,0.105955,0.238179,0.353039
-0.42658100000000004,0.294652,0.160695,-0.456016,-0.24648899999999999,0.251996
-0.32561599999999996,0.135756,0.297759,-0.218698,0.181501,0.26953
0.642295,-0.399665,-0.21401599999999998,0.216619,0.346235,0.48835
-0.421775,0.067067,0.844385,-0.143276,0.254127,0.330743
-0.746675,0.041649,0.016495,-0.647418,-0.046254,0.218237
-0.706622,-0.09541799999999999,0.201748,-0.443909,-0.044209,0.244825
-0.37353400000000003,0.199262,0.35289699999999996,-0.452396,-0.221396,0.282904
-0.8334809999999999,0.31596799999999997,-0.137755,-0.529267,-0.09161699999999999,0.185157
-0.8305629999999999,0.146406,0.027246,-0.600572,0.195967,0.20980900000000002
-0.7526689999999999,-0.412817,0.6879310000000001,-0.347451,-0.055077999999999995,0.336952
-0.8681120000000001,0.186779,-0.092847,-0.5865,-0.022494999999999998,0.176698
-1.294742,0.123748,-0.10949300000000001,-0.641171,0.013049000000000002,0.192125
0.062986,0.183818,1.00054,0.037101,0.16608399999999998,0.39418400000000003
-0.235973,-0.273401,0.971829,-0.177946,-0.17816300000000002,0.40257600000000004
-0.8750549999999999,0.211191,0.433109,-0.377793,-0.022136000000000003,0.304541
-0.306374,0.228919,0.594729,-0.31098000000000003,-0.167278,0.313002
-0.319431,-0.08208700000000001,0.405273,-0.51188,0.22351,0.331967
-0.41888500000000006,-0.353536,0.9235129999999999,-0.273024,0.076644,0.339719
0.362365,0.24810300000000002,0.9977090000000001,0.0051979999999999995,0.21875799999999998,0.41066800000000003
0.059374,-0.045964,0.8935290000000001,-0.359464,-0.101292,0.349494
