z_spec,mag_r,u-g,g-r,r-i,i-z
0.16758,-1.414395,0.265865,-0.12276199999999998,-0.6551779999999999,-0.120877
0.391718,0.136104,-0.399984,1.225889,0.001198,0.183202
0.18154800000000001,-0.815087,0.039317000000000005,-0.196742,-0.686883,-0.197918
0.221952,-0.712041,0.248574,0.22442399999999998,-0.564855,-0.29889099999999996
0.181008,-0.797846,0.137494,-0.219642,-0.659641,-0.17770999999999998
0.237273,-0.653946,0.089603,0.215129,-0.491896,-0.013233000000000002
0.197622,-0.894199,0.063699,-0.164744,-0.608531,-0.11014000000000002
0.285058,0.027619,-0.242963,0.7391989999999999,-0.22158699999999998,0.365235
0.536634,0.826327,-0.581916,-0.121353,0.26102,-0.5117430000000001
0.33215,-0.079256,-0.566891,0.720028,-0.389811,0.046542
0.269971,-0.281905,0.247297,0.6016020000000001,-0.41310600000000003,0.02489
0.30911500000000003,0.620939,0.01781,0.47847,0.302433,0.384335
0.537301,0.782168,-0.021843,0.515633,0.331968,0.07510599999999999
0.19248099999999999,-0.861604,0.15598399999999998,-0.145646,-0.6792739999999999,-0.073157
0.429554,-0.167707,0.301491,0.658451,0.200489,0.213125
0.383681,-0.28689499999999996,0.03294,0.545836,-0.274544,-0.032591
0.226467,-0.694764,0.264851,-0.004646,-0.558656,-0.192823
0.46336400000000005,-0.016784999999999998,0.090128,0.70708,0.348841,0.44464799999999993
0.425886,0.082958,-0.264024,0.8153060000000001,0.19019,-0.057559000000000006
0.347563,-0.086844,0.25881,0.81334,-0.32909299999999997,0.15745399999999998
0.38325,-0.0041329999999999995,-0.208858,0.710426,-0.050491,0.151969
0.301553,-0.488255,-0.17701,0.337943,-0.348902,-0.057839999999999996
0.46237700000000004,0.803565,-0.279658,0.5335270000000001,0.22220399999999998,0.074599
0.49872799999999995,0.985668,-0.721797,0.25249299999999997,0.143993,0.406034
0.443881,0.584868,-0.621697,0.393096,0.27774099999999996,0.370767
0.41769799999999996,0.236156,-0.648296,0.778967,0.193442,0.233271
0.382216,0.361531,-0.686404,1.007939,-0.186607,-0.095339
0.363122,0.860685,-0.400723,0.33628,0.319382,-0.25149
0.217717,-0.6451600000000001,0.027817,-0.023364,-0.498353,-0.055117
0.463624,0.5793149999999999,0.16205899999999998,0.347129,0.335067,0.495216
0.314755,-0.48687299999999994,0.089026,0.65157,-0.353089,0.016112
0.360935,0.174725,-0.28010300000000005,0.724708,-0.189631,0.176086
0.289327,0.394019,-0.114455,-0.11629,0.091655,0.286141
0.17324,-1.1119780000000001,0.24180500000000002,-0.18776400000000001,-0.666875,-0.037023
0.456826,0.006983,-0.315592,0.826787,0.28291700000000003,0.27031700000000003
0.466758,0.23761500000000002,0.182612,0.651957,0.21357800000000002,0.467455
0.560543,0.885921,-0.436867,-0.049408,0.111739,0.549764
0.21261799999999997,-0.927105,0.277199,-0.049332,-0.618152,-0.057021
0.22231199999999998,-0.728809,0.20056500000000002,-0.161228,-0.609672,-0.29126799999999997
0.372305,0.220565,-0.037016,0.885201,-0.149154,0.368714
0.239011,-0.579712,-0.11478599999999999,0.178841,-0.505552,-0.032685000000000006
0.292902,-0.687046,-0.26266300000000004,-0.047227,-0.465841,0.125901
0.20499699999999998,-0.724162,0.25543299999999997,0.15529600000000002,-0.532151,-0.23087600000000003
0.3469,0.08863,-0.035186,0.559134,-0.122655,-0.23601799999999998
0.353568,0.220777,0.254419,0.8536879999999999,-0.071779,-0.12189900000000001
0.352837,0.24738600000000002,-0.72569,1.069683,-0.218218,0.268796
0.360527,0.247367,0.127191,0.623367,-0.027787,-0.18584
0.392871,-0.048736,-0.183042,0.584791,-0.11205699999999999,0.519927
0.24336,-0.8282370000000001,-0.181832,-0.050488,-0.562674,-0.393504
0.353392,-0.027735000000000003,0.153314,0.644573,-0.313109,0.07488
0.190555,-0.8379770000000001,0.10897000000000001,-0.010268000000000001,-0.610795,0.090306
0.36985,-0.099036,-0.049751,0.9357270000000001,-0.13658599999999999,-0.201133
0.304425,-0.258356,0.086485,0.44394700000000004,-0.261304,0.06250499999999999
0.38008200000000003,0.384234,0.027496,0.770343,0.161328,0.550552
0.319313,-0.272054,0.033325,0.623304,-0.330719,-0.030195999999999997
0.269945,-0.5741890000000001,-0.253056,0.252716,-0.519828,-0.021067
0.48980799999999997,0.697496,-0.21835700000000002,0.360453,0.26026,-0.376736
0.42013900000000004,0.250361,0.13172999999999999,0.914824,-0.015728,-0.247542
0.48205299999999995,0.797399,-0.197277,0.602612,0.30609400000000003,-0.004596
0.427026,-0.10313699999999999,-0.327847,0.8125220000000001,0.10868599999999999,0.11373699999999999
0.438403,0.270787,-0.392594,0.708025,0.190342,0.427795
0.384741,0.290593,-0.087153,0.757253,-0.055134,-0.10474100000000001
0.309659,-0.24535900000000002,-0.26345100000000005,0.5164979999999999,-0.472163,-0.066993
0.259246,-0.65246,0.130761,0.15549300000000002,-0.477076,-0.38716
0.191915,-0.703383,0.098561,-0.051976999999999995,-0.390425,-0.10069199999999999
0.385283,-0.077348,-0.412746,0.9262239999999999,-0.11088800000000001,-0.041852999999999994
0.234317,-0.9717809999999999,-0.404354,-0.204775,-0.5544100000000001,-0.31809299999999996
0.429439,0.179402,0.113947,0.787927,0.002888,0.555647
0.210274,-0.600406,-0.038159,0.08828,-0.479263,-0.047501999999999996
0.40894899999999995,0.081977,0.034378,0.6072960000000001,-0.118426,0.262273
0.217879,-0.8290549999999999,-0.079545,0.056672,-0.54269,-0.08884700000000001
0.21937600000000002,-0.47497799999999996,-0.028869,0.171479,-0.43123,0.014497
0.19533,-0.855899,0.037994,0.032598,-0.518442,-0.057848000000000004
0.339805,-0.110578,-0.142302,0.8684120000000001,-0.17033099999999998,0.130926
0.276356,-0.5493399999999999,-0.004077,0.11873399999999999,-0.390928,-0.054103
0.42110600000000004,0.42629700000000004,0.13453800000000002,1.176333,0.06901,0.5182260000000001
0.342696,-0.002997,0.224149,0.729338,-0.316946,0.079811
0.469846,0.68552,-0.256404,0.068941,0.266237,-0.0185
0.51636,0.692823,-0.4162,0.740388,0.337401,0.335577
0.346034,0.145478,0.30586399999999997,0.9769549999999999,-0.141282,-0.35570100000000004
0.429573,0.18721300000000002,-0.500236,0.567087,0.000379,0.168073
0.469124,0.23512,-0.287258,0.25755,0.159421,0.20161600000000002
0.460384,0.244445,0.029142,0.7326060000000001,0.21727399999999997,0.350542
0.207355,-0.6799310000000001,0.275528,-0.10868299999999999,-0.43483900000000003,-0.082051
0.38346199999999997,0.091994,-0.5967560000000001,0.568229,0.053611,0.14607799999999999
0.317307,0.076169,-0.035173,0.712082,-0.16656500000000002,-0.017681
0.216162,-0.814942,-0.08266,-0.20986100000000002,-0.655775,-0.164024
0.44241499999999995,0.133082,0.018979,0.383195,0.177949,0.180471
0.521195,0.6597149999999999,-0.728509,0.43975600000000004,0.33020700000000003,0.176094
0.409473,-0.2028,0.204433,0.798433,-0.153172,0.258481
0.33468600000000004,0.19409400000000002,-0.385845,0.014452000000000001,-0.508897,-0.08515700000000001
0.206531,-1.028349,0.23328200000000002,0.005321,-0.573593,-0.163705
0.364846,0.072147,0.217117,0.674506,-0.11233800000000001,-0.024804
0.152254,-0.831025,-0.08948300000000001,-0.183058,-0.31353000000000003,0.396499
0.22849499999999998,-0.14046199999999998,0.077042,0.053706,-0.30797399999999997,0.533043
0.403575,0.09310399999999999,0.132218,0.680821,-0.178893,0.513724
0.32708400000000004,-0.05759500000000001,0.24492399999999998,0.709696,-0.360657,0.071252
0.405208,0.148328,-0.003633,0.694458,0.020398,0.312825
0.406692,0.172285,-0.076757,0.740636,-0.085383,0.456071
0.402052,0.090175,-0.23088000000000003,0.689095,0.059279,0.24982
0.336262,-0.070733,0.235442,0.620193,-0.290867,0.148075
0.50959,0.579946,-0.216346,-0.083398,0.17699600000000001,0.295114
0.305935,-0.16303299999999998,-0.15266400000000002,0.801294,-0.335,0.467923
0.157519,-0.772442,0.267472,-0.125903,-0.5401630000000001,-0.13651300000000002
0.319957,-0.643625,0.246583,0.676808,-0.41643900000000006,0.16551400000000002
0.44953999999999994,0.368648,-0.381849,0.7489239999999999,0.11831300000000002,0.34675
0.433489,0.891964,0.116005,0.902099,0.323815,-0.032326
0.45685,0.48621499999999995,-0.723769,0.877992,0.334658,0.273836
0.202826,-0.769406,0.279671,-0.042010000000000006,-0.624112,-0.038693
0.382106,-0.29828499999999997,-0.45033199999999995,0.8863280000000001,-0.158032,0.259729
0.29893400000000003,-0.193175,0.135021,0.446578,-0.41735200000000006,0.155675
0.195279,-0.8446459999999999,-0.20580199999999998,-0.166955,-0.587354,-0.170532
0.226321,-0.4836,-0.153274,0.037420999999999996,-0.35541100000000003,0.242392
0.214419,-0.554616,-0.098129,0.05497899999999999,-0.237325,0.570745
0.34178800000000004,0.038647,0.088879,0.798269,-0.24463600000000002,0.248096
0.249281,0.398341,-0.182825,0.018009,-0.6235149999999999,-0.267353
0.37696999999999997,0.37093400000000004,-0.076346,0.931357,-0.054345000000000004,0.49191599999999996
0.33181700000000003,0.334332,-0.253399,0.40122800000000003,-0.22771,-0.49975
0.26960500000000004,-0.20293599999999998,-0.425255,0.15501800000000002,-0.533391,-0.244398
0.361962,0.033622000000000006,0.172763,0.5928680000000001,-0.215651,0.29135300000000003
0.44749099999999997,0.302655,0.014912,0.7098270000000001,0.200021,-0.070636
0.212296,0.19359,-0.356443,-0.06712699999999999,-0.804559,0.369315
0.29741100000000004,0.31331,-0.6423979999999999,0.170045,-0.352767,-0.326964
0.188022,-0.840007,0.216848,-0.223592,-0.715569,-0.11471300000000001
0.355185,-0.0977,-0.335135,0.775928,-0.32104,0.47028000000000003
0.211573,-0.87313,-0.005835,0.09829700000000001,-0.634025,0.001974
0.222106,0.083273,-0.705561,0.06686900000000001,-0.536718,-0.327807
0.24196900000000002,-0.098165,-0.023921,0.275433,-0.518155,0.040463
0.32306799999999997,-0.061462,-0.524612,0.044009,-0.5466489999999999,0.26477
0.322335,0.324858,-0.712795,0.253,-0.537701,0.12534700000000001
0.266072,-0.751321,0.08301900000000001,0.276742,-0.511652,0.024078
0.42474799999999996,0.024059,0.294621,1.119984,-0.148201,0.060742
0.353013,-0.054775,-0.658036,0.871509,-0.232354,0.02276
0.288436,-0.148893,0.113322,0.313264,-0.20578400000000002,-0.056795000000000005
0.327795,0.371956,-0.712854,-0.000965,-0.387881,0.44593599999999994
0.270241,0.091639,-0.646871,-0.045571,-0.644195,0.062201
0.267585,0.21822399999999997,-0.385365,0.179096,-0.344936,0.12885
0.295429,0.184257,-0.457873,0.18473599999999998,-0.311998,0.009043
0.19000999999999998,-0.8990819999999999,-0.161714,-0.215738,-0.608455,0.028416000000000004
0.192063,0.010931,-0.074873,-0.127603,-0.772065,-0.085133
0.43683900000000003,-0.056937,-0.22587800000000002,0.99069,0.128261,0.45636800000000005
0.350563,-0.31306300000000004,0.165294,0.596162,-0.263924,-0.140594
0.261069,-1.05393,0.089863,-0.13626,-0.736296,-0.228816
0.25311300000000003,-0.7759659999999999,0.133487,0.30175,-0.47861400000000004,-0.079789
0.40783600000000003,0.052904,-0.020259,0.628,-0.030899,0.274094
0.2677,0.050802,0.023204,0.48726899999999995,0.320821,0.338129
0.42591599999999996,0.5608989999999999,-0.074327,0.371645,0.31867399999999996,0.44201899999999994
0.20530199999999998,-1.090845,-0.13135,-0.136829,-0.640259,-0.092686
0.422566,0.067491,-0.229893,0.788664,-0.177332,0.431486
0.41213500000000003,-0.21912399999999999,-0.100373,0.948182,0.012830000000000001,-0.037702
0.430942,-0.139493,-0.379228,0.852404,-0.045771,0.043304
0.317684,-0.43064600000000003,-0.209965,0.577641,-0.304471,-0.110452
0.471364,0.136403,-0.310869,0.6000439999999999,0.178768,-0.149481
0.425178,0.41113299999999997,0.036933999999999995,0.665167,0.287344,-0.063201
0.486813,0.580284,0.074896,0.296628,0.210022,0.152351
0.451913,0.593679,-0.014196,0.796317,0.262763,-0.040558
0.368259,-0.053679,-0.29349200000000003,0.789014,-0.088933,0.081746
0.176735,-1.215985,0.170129,-0.210211,-0.5726859999999999,0.01285
0.351904,-0.134705,-0.013186000000000002,0.833601,-0.237454,0.172318
0.287937,-0.402294,0.045205,0.24207800000000002,-0.089646,-0.17093699999999998
0.412578,-0.16803800000000002,-0.550545,0.858828,0.091679,0.086069
0.445101,0.055970000000000006,-0.134691,0.808674,0.315569,-0.279548
0.402856,0.22615100000000002,0.03129,1.1504459999999999,-0.1584,-0.510572
0.439065,-0.36642800000000003,-0.080475,0.47553999999999996,0.128998,0.202576
0.191628,-0.260366,-0.363469,-0.028804000000000003,-0.15729500000000002,0.4276
0.38243699999999997,-0.06918400000000001,-0.680829,0.8923760000000001,-0.130071,0.45727299999999993
0.463816,0.8835719999999999,-0.40998,0.321596,0.198442,0.37206999999999996
0.46596000000000004,0.473347,-0.6174189999999999,0.49364600000000003,0.318563,0.380091
0.198453,-1.060129,-0.182083,-0.179071,-0.554036,-0.10241600000000001
0.203715,-1.019671,0.22654699999999997,-0.071505,-0.583231,0.115648
0.365821,-0.198163,-0.382413,0.689248,-0.09664099999999999,0.062747
0.238919,-0.461499,0.126521,0.216493,-0.441184,-0.209817
0.36682600000000004,0.002703,0.28731100000000004,0.7417159999999999,-0.171021,-0.016783000000000003
0.379587,0.12943,-0.319139,0.579228,-0.093565,-0.061967999999999995
0.17929,-0.934657,0.299639,-0.23140300000000003,-0.560685,-0.122351
0.37975,-0.237416,0.190976,0.8301649999999999,-0.057503,-0.047962
0.181394,-0.839526,-0.399508,-0.199205,-0.436646,0.003979
0.176797,-0.965606,-0.079294,-0.212601,-0.658927,-0.057402999999999996
0.392246,-0.068726,-0.469529,0.717292,-0.130281,0.086701
0.238366,-0.8164020000000001,-0.19531700000000002,0.08863,-0.354773,-0.086905
0.391364,0.292906,-0.107749,0.787171,0.13949,-0.309057
0.234263,-0.929515,-0.270411,-0.11176199999999999,-0.702346,-0.157322
0.29737600000000003,-0.25403200000000004,0.145123,0.353908,-0.252396,0.290362
0.37599499999999997,0.009915,0.23203200000000002,0.735226,-0.22875700000000002,0.48393400000000003
0.292468,-0.354982,-0.09711,0.477412,-0.338544,-0.335547
0.223294,0.781688,-0.361122,-0.134188,0.22793000000000002,0.06366799999999999
0.22216100000000003,-1.119133,0.251104,0.1297,-0.554053,-0.009621
0.28736999999999996,-0.9274450000000001,0.272636,0.292718,-0.400584,-0.12999000000000002
0.456663,0.930004,-0.138311,0.408856,0.337144,-0.028362000000000002
0.507847,0.787667,-0.14695899999999998,-0.12255,0.121342,-0.359742
0.23874099999999998,-1.047093,0.124828,0.44694300000000003,-0.45851899999999995,-0.27365700000000004
0.49673900000000004,0.621788,-0.16330899999999998,0.097622,0.223965,-0.283067
0.45483500000000004,0.579508,-0.725587,0.428986,0.27553,-0.16237000000000001
0.316729,0.36076199999999997,-0.328835,1.051388,0.054424,-0.041494
0.356802,0.078349,-0.29491999999999996,1.024042,-0.299792,0.573749
0.473358,0.742202,0.24274899999999996,0.5626939999999999,0.306463,0.178513
0.381754,0.032355,0.23381300000000002,0.760084,-0.246238,-0.012601000000000001
0.416038,0.210693,0.068625,0.555978,0.123243,0.11077200000000001
0.46585299999999996,0.783957,-0.005294,0.399922,0.343969,0.384819
0.36739099999999997,0.124928,-0.489767,1.1311799999999999,0.049868,0.037475
0.30990100000000004,-0.028495999999999997,0.314934,1.11689,-0.406725,-0.125379
0.417799,0.165956,-0.29740700000000003,0.8159850000000001,0.18347,-0.30354899999999996
0.325263,-0.222624,0.316862,0.5668529999999999,-0.364318,-0.020607
0.352065,0.264418,-0.32410900000000004,1.042249,-0.077709,-0.332473
0.38305700000000004,0.019496,0.307316,0.686793,0.017386000000000002,0.295589
0.445391,0.302711,-0.671642,0.6874239999999999,0.108154,-0.369129
0.46201499999999995,0.651197,-0.664804,0.43293400000000004,0.186406,-0.001615
0.482936,0.964375,-0.7158,0.189242,0.3385,0.161504
0.50946,0.503105,-0.292211,-0.132779,0.337202,0.31114
0.44335600000000003,0.400513,-0.507864,0.653354,0.167773,-0.178358
0.369114,0.287354,0.129196,0.986725,-0.19885999999999998,0.341343
0.474912,0.67067,-0.370006,0.8341299999999999,0.340588,-0.11266099999999998
0.162053,-1.079619,0.282671,-0.201255,-0.5827859999999999,0.007389
0.194047,-0.7894399999999999,0.24729299999999999,-0.19033599999999998,-0.427475,-0.179551
0.19434300000000002,-0.7197640000000001,0.1235,-0.097586,-0.535935,-0.067937
0.30782800000000005,-0.593486,0.054259,0.5327390000000001,-0.31101,-0.226796
0.364127,-0.429172,-0.109726,0.755714,-0.289423,0.123107
0.189208,-1.0858459999999999,0.153284,0.047712,-0.5875239999999999,0.060625
0.484138,0.424433,-0.526868,0.074865,0.107201,0.11798099999999999
0.46322399999999997,1.01147,0.28563099999999997,-0.02405,0.31806599999999996,-0.143777
0.40985600000000005,-0.116972,0.219863,1.0468790000000001,0.024463,0.249048
0.43529700000000005,0.23632199999999998,-0.008765,0.859941,0.210157,0.441621
0.379999,0.44594300000000003,-0.27164699999999997,1.168234,-0.117327,0.168229
0.291076,-0.602582,0.23022199999999998,0.415393,-0.374722,-0.15626900000000002
0.331487,-0.194991,-0.196436,0.494832,-0.41312299999999996,-0.094832
0.415995,0.46680699999999997,-0.200185,0.392633,0.208069,0.41169799999999995
0.1728,-1.045182,0.110821,-0.21129099999999998,-0.407959,0.107768
0.340595,-0.028895,-0.586617,0.674477,-0.23240100000000002,0.13206500000000002
0.21183200000000002,-0.612916,-0.024097,0.104091,-0.520664,-0.146274
0.399463,0.5382560000000001,0.024186000000000003,0.395303,-0.192064,0.096563
0.476103,0.446454,-0.49337,0.21549000000000001,0.147034,-0.11426800000000001
0.47409799999999996,1.001354,-0.740861,0.503438,0.0261,0.181142
0.341675,0.1167,-0.560086,0.92765,-0.258561,0.207608
0.403652,0.22518200000000002,0.002959,1.174947,0.028791000000000004,0.30445300000000003
0.387989,-0.357299,0.297927,0.807375,-0.151523,-0.42353599999999997
0.260129,-0.34818899999999997,0.24577600000000002,0.408827,-0.47695299999999996,-0.174261
0.44520600000000005,0.8934629999999999,-0.188642,0.556099,0.026510000000000002,0.42497799999999997
0.19673800000000002,-0.913539,-0.004224,-0.083285,-0.657208,-0.18876600000000002
0.41387299999999994,0.008362,-0.579743,1.286135,0.06594,0.36578099999999997
0.311506,-0.22857600000000003,-0.238627,0.511792,-0.34873200000000004,0.05368099999999999
0.45087700000000003,0.597858,-0.27299,0.809513,0.31182600000000005,-0.048258999999999996
0.299252,-0.239637,0.165525,0.5111020000000001,-0.398338,0.051449
0.342572,0.22323800000000002,0.081468,0.827411,-0.130954,-0.187143
0.21343099999999998,-0.674566,0.087352,-0.186228,-0.245022,-0.16961099999999998
0.305034,-0.289294,0.170184,0.48824700000000004,-0.337667,-0.286508
0.442011,0.886804,0.23296,0.44162399999999996,0.304767,-0.12203900000000001
0.464397,1.022833,0.072123,0.138496,-0.146826,0.42224700000000004
0.351196,0.247493,-0.111259,0.740209,-0.043841000000000005,0.111529
0.47598999999999997,0.595917,-0.21176799999999998,0.695275,0.339448,0.46248500000000003
0.32335,-0.242959,0.11662,0.523221,-0.251355,-0.163806
0.276332,-0.724862,0.188371,0.23420900000000003,-0.48753900000000006,0.023719
0.400908,0.042348000000000004,-0.213567,0.789189,0.088176,0.052011
0.336861,-0.008361,0.245894,0.737283,-0.258204,0.102376
0.390955,0.39217199999999997,0.196002,0.780787,0.028311000000000003,-0.387402
0.42472299999999996,0.585097,0.076025,0.725908,-0.09071599999999999,-0.224517
0.388241,0.782852,-0.49639700000000003,0.5937180000000001,-0.164401,0.236938
0.27473800000000004,0.273038,0.002064,0.303304,-0.523618,-0.229659
0.42979300000000004,0.760379,-0.41695699999999997,0.161629,0.150596,0.325231
0.17875,-0.355729,0.07653,0.481691,-0.593004,0.059017999999999994
0.45595,0.564094,-0.566133,-0.037344,-0.626901,0.553251
0.4129,0.974015,-0.45231800000000005,0.958309,0.14138499999999998,0.244311
0.25614000000000003,-0.548121,0.283561,0.127282,-0.492738,-0.094013
0.300689,0.569358,0.010561,0.038979,0.12444200000000001,-0.019288
0.381175,0.670614,-0.354113,0.516903,-0.45772299999999994,-0.33408000000000004
0.382052,0.16630999999999999,-0.166695,0.957047,-0.091155,0.014856
0.449115,0.188309,-0.238752,0.514787,0.14194600000000002,0.439538
0.525001,0.38627,-0.288644,0.594849,0.29241500000000004,-0.358533
0.235923,-0.752536,0.16786199999999998,0.239075,-0.46311,-0.169705
0.21882100000000002,-1.5541120000000002,0.288655,0.211659,-0.49237299999999995,-0.057173
0.26516799999999996,-0.44145,-0.178616,0.211167,-0.5188689999999999,-0.085648
0.28425700000000004,-0.751642,0.26598299999999997,0.49496999999999997,-0.406017,0.147475
0.253798,-0.7274520000000001,0.212908,0.324263,-0.35382600000000003,-0.252107
0.34922,-0.6179279999999999,0.010154999999999999,0.9463219999999999,-0.19526300000000002,0.128468
0.364429,0.006313,0.024316,0.7679600000000001,-0.147546,-0.129147
0.23496399999999998,-0.7901590000000001,0.178651,0.188716,-0.379015,-0.061546000000000003
0.293192,-0.377114,0.309176,0.29974,-0.45090399999999997,-0.117826
0.377504,0.003397,0.061818,0.703906,-0.262432,-0.058324
0.349997,0.043200999999999996,0.07671599999999999,0.6631130000000001,-0.22905,-0.09086799999999999
0.352439,0.255195,-0.610429,0.7092470000000001,-0.20177799999999999,0.26498
0.220902,-0.675296,0.08151,-0.139882,-0.590015,-0.27417199999999997
0.23939000000000002,-0.658197,0.024029,0.269515,-0.5610649999999999,0.02155
0.32617199999999996,-0.11288699999999999,0.08505,0.994109,-0.273486,0.184825
0.37808800000000004,0.6709149999999999,-0.07045499999999999,-0.20540300000000003,0.072046,-0.301871
0.33731500000000003,0.424913,-0.026351,0.412592,-0.305448,-0.017064
0.299757,-0.022101,-0.086514,0.710645,-0.294494,0.20769400000000002
0.270206,-0.317961,0.168351,0.36996,-0.362371,0.00898
0.357978,0.814159,0.254632,0.7992319999999999,-0.31892800000000004,0.002075
0.183341,-1.438065,0.205803,-0.11561500000000001,-0.598402,0.050020999999999996
0.300872,-0.203587,-0.084012,0.45675600000000005,-0.265444,0.051395
0.18099300000000001,-0.774055,-0.12352300000000001,-0.200507,-0.569335,0.117014
0.398667,0.019783000000000002,-0.6192979999999999,0.8383290000000001,0.036581,0.024382
0.32016500000000003,-0.551756,0.165889,0.592398,-0.290634,0.07015199999999999
0.194027,-0.9480270000000001,0.178301,-0.085988,-0.488475,-0.06968400000000001
0.23756799999999997,-0.424655,-0.016053,0.23603600000000002,-0.366529,-0.019187
0.464426,0.620862,-0.22522899999999998,0.9185770000000001,0.308562,0.456672
0.301201,-0.413268,0.045137000000000004,0.41499899999999995,-0.252835,0.100496
0.196373,-0.790462,0.24017,0.104295,-0.607286,-0.257522
0.221435,-1.0833840000000001,0.064846,0.076405,-0.539859,-0.053401
0.22025300000000003,-0.766505,0.16322,0.137916,-0.543169,-0.050927
0.44149799999999995,-0.088259,0.268119,0.724726,0.14033800000000002,0.33865100000000004
0.39708699999999997,0.513604,-0.43310600000000005,0.8581280000000001,-0.220879,0.410778
0.41636300000000004,0.297218,0.153471,0.9899459999999999,-0.136825,0.221029
0.299835,0.577545,-0.49708900000000006,-0.17716600000000002,-0.530759,0.22792600000000002
